Agent_id,status,lost_reason,budget,lease,source,source_city,source_country,utm_source,utm_medium,des_city,des_country,room_type,lead_id,cat_lease,cat_budget
74,0,21,90,42,126,956,45,20,3,35,8,2,9086,1,5
20,0,15,150,42,126,2875,163,20,3,81,8,2,15796,1,4
6,0,21,150,42,126,2384,163,20,3,109,8,2,17365,1,4
6,0,7,150,52,126,3886,163,20,3,73,8,3,8555,2,4
20,0,15,150,42,126,2875,163,20,3,81,8,3,18349,1,4
98,0,21,90,42,280,1618,99,20,3,87,8,3,4567,1,5
20,0,17,0,42,127,778,31,20,3,132,8,5,8128,1,5
7,0,20,210,9,126,404,95,20,3,109,8,0,18349,5,0
20,0,15,0,0,164,1246,99,20,3,133,8,5,106,5,5
62,0,26,150,52,126,245,169,20,3,111,8,0,9994,2,4
105,0,7,90,9,126,2943,167,20,3,111,8,3,9664,5,5
20,0,17,0,42,127,2943,167,20,3,132,8,5,16202,1,5
16,0,20,150,42,126,3110,163,20,3,87,8,3,5811,1,4
21,1,30,0,0,164,1243,163,3,3,109,8,5,14455,5,5
91,0,21,90,42,126,3478,131,3,3,35,8,0,9664,1,5
35,0,21,90,42,126,859,163,20,3,130,8,2,16202,1,5
19,0,8,150,52,126,2121,99,20,3,109,8,0,5811,2,4
63,0,5,90,22,126,1990,163,20,3,35,8,3,14455,0,5
20,0,8,90,42,126,2121,99,20,3,109,8,2,23993,1,5
70,0,25,0,9,127,2206,31,20,3,130,8,5,2256,5,5
22,1,30,0,52,1,3868,163,20,3,73,8,5,4771,2,5
9,0,20,90,52,126,3924,117,20,3,18,8,2,23127,2,5
92,0,20,90,42,126,3832,163,20,3,87,8,3,3927,1,5
46,0,25,0,0,278,1369,163,9,3,73,8,5,23993,5,5
13,0,21,0,0,164,2723,43,20,3,151,8,5,23127,5,5
20,0,15,0,42,136,2943,167,24,56,34,8,5,3927,1,5
69,0,16,90,42,126,1894,163,20,3,194,8,3,12089,1,5
20,0,15,0,0,164,2195,163,20,3,81,8,5,17574,5,5
20,0,15,90,52,126,2921,163,20,3,81,8,3,4950,2,5
20,0,15,0,42,127,1306,99,20,3,133,8,5,9565,1,5
92,0,20,90,42,126,3832,163,3,3,87,8,0,18584,1,5
60,0,16,90,42,126,3924,117,20,3,18,8,2,4950,1,5
12,0,21,0,0,164,2921,163,20,3,151,8,5,9565,5,5
18,0,29,0,0,164,3868,163,20,3,165,8,5,7003,5,5
18,0,25,0,9,258,3868,163,20,3,35,8,5,14985,5,5
80,0,20,300,48,126,3831,152,20,3,6,8,0,7278,1,6
77,0,2,0,0,164,4085,163,20,3,37,8,5,16986,5,5
109,0,20,150,52,126,1351,91,20,3,109,8,2,7278,2,4
25,0,16,90,42,126,453,163,20,3,29,8,3,7219,1,5
14,0,29,0,52,127,3868,163,20,3,194,8,5,25882,2,5
103,0,10,150,42,280,3700,163,20,3,26,8,2,17637,1,4
104,0,20,150,42,126,2844,163,20,3,50,8,3,9888,1,4
17,0,1,150,42,126,1541,163,3,3,109,8,3,25882,1,4
53,0,21,210,22,280,999,163,20,3,200,8,3,9888,0,0
97,0,18,150,22,126,166,131,20,3,87,8,3,24392,0,4
3,0,21,0,22,243,3599,109,20,30,50,8,5,588,0,5
61,0,7,150,42,126,1533,163,20,3,109,8,3,13801,1,4
4,0,20,150,52,126,297,163,20,3,18,8,2,588,2,4
55,0,10,90,0,126,3866,8,20,3,160,8,0,3066,5,5
9,0,10,150,52,126,297,163,20,3,130,8,2,15534,2,4
12,0,29,90,52,126,2921,163,20,3,151,8,0,17655,2,5
62,0,2,150,52,126,2635,163,20,3,18,8,2,17166,2,4
74,0,25,150,9,126,2605,99,20,3,18,8,0,17655,5,4
112,0,16,90,52,126,1743,163,20,3,160,8,3,23670,2,5
57,0,21,0,0,164,1170,163,20,3,91,8,5,22958,5,5
74,0,20,0,0,232,3741,163,20,3,188,8,5,15352,5,5
46,0,21,165,51,199,590,1,20,3,37,8,5,18606,2,4
103,0,20,150,52,126,297,163,20,3,18,8,3,17356,2,4
20,0,15,0,42,4,2195,163,20,3,106,8,5,10584,1,5
111,0,29,210,42,280,1770,165,20,3,194,8,0,5898,1,0
98,0,21,150,52,126,1308,163,20,3,165,8,0,7356,2,4
60,0,21,90,42,126,986,163,20,3,206,8,3,19143,1,5
79,0,26,90,52,126,2605,99,20,3,194,8,3,19071,2,5
9,1,30,0,0,232,1541,163,3,3,109,8,5,7510,5,5
20,0,15,0,0,199,2049,99,20,3,22,8,5,7356,5,5
52,0,20,150,52,126,2164,163,20,3,194,8,2,19143,2,4
39,1,30,150,42,126,2019,163,20,3,109,8,2,8202,1,4
20,0,15,0,42,258,2525,163,20,3,133,8,5,19071,1,5
20,0,15,150,52,126,2921,163,20,3,81,8,3,7510,2,4
100,0,25,150,9,126,1038,163,20,3,50,8,3,13232,5,4
20,0,15,0,0,117,2225,163,20,3,194,8,5,3029,5,5
62,0,19,0,0,199,3361,163,20,3,18,8,5,13232,5,5
94,0,17,0,0,127,778,31,20,3,166,8,5,8306,5,5
54,0,21,210,0,126,3868,163,20,3,165,8,3,3029,5,0
70,0,16,150,52,126,3256,163,20,3,29,8,0,1240,2,4
105,0,29,150,42,126,2700,163,20,3,128,8,2,7109,1,4
20,0,15,0,9,127,2333,167,20,3,133,8,5,23257,5,5
8,0,26,90,42,126,1753,163,20,3,18,8,0,5760,1,5
21,1,30,0,0,221,2936,163,3,3,165,8,5,11459,5,5
5,0,29,0,0,127,2943,167,20,3,186,8,5,7109,5,5
20,0,15,90,9,280,3363,163,20,3,127,8,3,23257,5,5
102,0,21,300,52,126,2534,163,20,3,111,8,0,21437,2,6
60,0,20,90,42,126,1369,163,20,3,73,8,2,11459,1,5
28,0,16,90,52,126,529,163,20,3,194,8,3,14763,2,5
10,0,10,150,52,126,2609,171,20,3,111,8,0,18234,2,4
91,0,18,300,0,126,1975,124,3,3,194,8,0,4311,5,6
70,0,20,210,42,126,706,163,20,3,111,8,0,12955,1,0
32,0,29,90,22,126,305,51,20,3,130,8,2,14763,0,5
35,0,21,300,52,126,720,40,20,3,18,8,0,18234,2,6
20,0,15,0,0,117,1622,161,20,3,47,8,5,4311,5,5
51,0,29,0,0,232,2921,163,20,3,109,8,5,3092,5,5
19,0,20,150,52,126,2063,163,20,3,109,8,0,12955,2,4
61,0,10,150,52,280,720,40,20,3,201,8,0,18503,2,4
70,0,16,0,0,199,3868,163,20,3,18,8,5,25791,5,5
20,0,15,0,0,232,3818,131,15,43,22,8,5,15971,5,5
22,0,21,150,52,126,2525,163,20,3,165,8,3,15971,2,4
9,0,29,0,22,195,2511,99,20,3,89,8,5,9234,0,5
20,0,15,0,0,117,2544,163,20,3,22,8,5,491,5,5
6,0,25,150,22,280,3346,163,20,3,174,8,2,8639,0,4
92,0,25,90,9,280,2943,167,20,3,87,8,3,6340,5,5
25,0,25,0,0,19,3346,163,20,3,174,8,5,2403,5,5
19,1,30,0,0,164,2534,163,3,3,7,8,5,8639,5,5
60,0,20,0,0,164,3845,163,20,3,35,8,5,993,5,5
74,0,21,150,42,126,3454,86,20,3,109,8,3,2111,1,4
77,0,5,150,52,126,3868,163,20,3,160,8,0,8488,2,4
61,0,29,130,44,199,2308,3,20,3,130,8,5,993,1,4
109,1,30,0,0,19,3182,163,20,3,151,8,5,2111,5,5
103,0,29,150,52,126,2943,167,20,3,6,8,0,8488,2,4
104,0,8,90,42,126,2723,163,20,3,73,8,3,26325,1,5
20,0,15,0,0,164,559,150,20,30,184,7,5,1314,5,5
41,0,20,150,42,126,3868,163,20,3,109,8,2,14515,1,4
40,0,29,90,9,280,1203,167,20,3,118,8,2,22043,5,5
62,0,16,0,0,199,2127,163,20,3,194,8,5,15500,5,5
74,0,21,0,0,164,2921,163,20,3,151,8,5,1314,5,5
6,0,21,150,42,126,1055,6,20,3,73,8,3,14515,1,4
20,0,15,0,0,232,309,43,24,56,92,11,5,22043,5,5
107,0,11,150,42,126,275,163,20,3,50,8,0,4375,1,4
98,0,24,210,0,126,210,0,20,3,194,8,3,15500,5,0
52,0,7,150,52,126,1492,143,20,3,18,8,0,6125,2,4
20,0,15,0,0,232,175,69,15,43,138,0,5,19417,5,5
51,0,25,90,9,126,3766,45,20,3,73,8,2,5001,5,5
70,0,8,90,42,126,2995,91,20,3,111,8,3,6125,1,5
41,0,25,150,9,126,2127,163,20,3,109,8,3,17514,5,4
77,0,21,90,52,126,175,69,20,3,109,8,2,5001,2,5
105,0,21,150,42,126,2312,163,20,3,109,8,2,8789,1,4
21,0,21,90,52,126,2596,163,20,3,109,8,2,7957,2,5
105,0,16,0,0,199,3698,163,3,3,6,8,5,9209,5,5
16,0,21,270,42,126,4029,163,20,3,194,8,3,18726,1,0
39,0,25,150,9,126,375,99,20,3,194,8,3,24812,5,4
63,0,20,90,22,126,3172,163,20,3,84,8,3,6758,0,5
7,0,18,90,0,126,3070,31,20,3,130,8,3,12735,5,5
102,0,21,90,42,126,1306,99,20,3,194,8,3,21143,1,5
70,0,2,90,22,126,3812,163,20,3,130,8,5,6758,0,5
9,1,30,90,42,126,2040,163,20,3,87,8,3,21143,1,5
92,0,20,90,52,126,301,142,20,3,151,8,3,24821,2,5
25,1,30,0,0,164,3868,163,20,3,87,8,5,6957,5,5
41,0,2,150,42,126,3683,3,20,3,109,8,2,16263,1,4
13,0,16,90,22,280,2460,99,20,3,111,8,3,14083,0,5
69,0,29,0,42,127,2848,99,20,3,165,8,5,5158,1,5
106,0,29,0,42,127,3521,135,20,3,111,8,5,14083,1,5
60,1,30,0,0,164,1025,36,20,30,194,8,5,10520,5,5
106,0,20,150,42,126,1261,163,20,3,18,8,3,15642,1,4
80,0,20,0,0,127,509,99,20,3,194,8,5,13243,5,5
20,0,15,0,0,127,3172,163,20,3,69,8,5,22185,5,5
25,0,16,0,9,258,2049,99,20,30,7,8,5,4482,5,5
14,0,29,150,52,126,2943,167,20,3,128,8,0,13243,2,4
53,0,20,0,0,199,2943,167,20,3,194,8,5,9309,5,5
97,0,21,100,51,126,2195,163,20,3,111,8,2,4589,2,4
103,0,29,300,42,126,2995,91,20,3,194,8,0,19150,1,6
20,0,15,0,0,127,3886,163,20,3,113,8,5,9309,5,5
90,0,29,0,0,127,2365,163,20,3,89,8,5,2567,5,5
52,0,10,150,52,126,2333,167,20,3,109,8,2,4589,2,4
40,0,25,90,0,126,1871,109,20,3,206,8,2,19150,5,5
55,0,18,300,52,126,2049,99,20,3,194,8,2,16793,2,6
12,0,20,90,52,126,2028,99,20,3,84,8,2,9031,2,5
62,0,13,90,52,126,2848,99,20,3,111,8,3,21286,2,5
74,0,2,0,0,199,2921,163,20,3,151,8,5,18536,5,5
46,0,29,0,0,199,2049,99,24,56,98,8,5,24565,5,5
7,0,16,210,52,126,1461,178,20,3,194,8,3,6694,2,0
6,0,21,150,42,280,31,36,20,3,128,8,3,20659,1,4
20,0,15,150,42,126,2921,163,20,3,81,8,3,19448,1,4
109,0,20,0,9,127,2049,99,20,3,191,8,5,16375,5,5
103,0,21,90,42,126,398,178,20,3,50,8,3,19448,1,5
46,0,21,0,22,127,1306,99,20,3,169,8,5,20659,0,5
80,0,21,90,42,126,1618,99,20,3,109,8,3,11764,1,5
32,0,29,90,52,126,301,142,20,3,111,8,0,2517,2,5
105,1,30,150,42,126,2127,163,20,3,109,8,3,7403,1,4
79,0,29,210,42,126,3147,163,20,3,109,8,2,14014,1,0
65,0,21,0,0,117,3868,163,3,3,111,8,5,19326,5,5
52,0,20,150,52,126,438,163,20,3,194,8,3,15949,2,4
102,0,20,150,52,126,331,163,20,3,109,8,0,11381,2,4
20,0,15,210,42,280,3868,163,20,3,133,8,2,19326,1,0
39,1,30,0,0,164,3868,163,20,3,109,8,5,15949,5,5
20,0,15,0,0,199,1585,99,12,0,133,8,5,5295,5,5
28,0,10,90,42,126,2848,99,20,3,98,8,3,18830,1,5
54,0,21,90,51,126,1650,99,20,3,130,8,3,19737,2,5
10,0,16,0,0,127,3789,174,20,3,130,8,5,21966,5,5
62,0,26,90,52,126,1821,99,20,3,194,8,3,3331,2,5
16,0,21,90,52,126,2333,167,20,3,109,8,3,5295,2,5
20,0,15,0,22,258,1265,163,20,3,14,8,5,18830,0,5
21,0,21,150,42,126,860,99,20,3,18,8,5,21966,1,4
20,0,15,0,0,199,1396,99,20,3,127,8,5,22377,5,5
35,0,21,0,42,127,438,163,20,3,91,8,5,3149,1,5
102,0,21,90,52,126,628,163,20,3,206,8,2,14221,2,5
97,0,21,90,42,280,3428,167,20,3,29,8,3,3149,1,5
28,0,25,150,9,126,1961,58,20,3,160,8,3,18765,5,4
3,0,21,150,42,126,1369,163,20,3,73,8,0,21684,1,4
32,0,10,90,44,126,778,31,20,3,6,8,2,18801,1,5
55,0,21,300,52,126,2049,99,20,3,194,8,2,13912,2,6
19,0,20,150,42,126,31,36,20,3,50,8,0,21684,1,4
63,0,16,225,42,280,31,36,20,3,160,8,3,18801,1,0
57,0,29,0,0,127,1157,175,20,3,18,8,5,1320,5,5
20,0,15,0,42,195,487,27,20,3,69,8,5,23332,1,5
22,0,29,0,0,199,2457,173,20,3,186,8,5,15601,5,5
9,0,16,90,52,126,2848,99,20,3,109,8,3,15601,2,5
92,0,20,90,52,126,2278,176,20,3,35,8,2,23208,2,5
25,0,8,90,52,126,2501,167,20,3,109,8,3,6484,2,5
20,0,15,0,0,232,3533,178,20,3,133,8,5,20487,5,5
14,0,26,0,42,127,3448,99,20,3,95,8,5,26078,1,5
80,0,29,0,0,199,2195,163,20,3,206,8,5,8020,5,5
103,0,25,0,0,199,1165,161,20,3,162,8,5,9619,5,5
104,0,2,90,22,126,1264,31,20,3,165,8,2,13308,0,5
40,0,20,90,9,126,878,99,20,3,128,8,2,13420,5,5
4,0,29,0,0,278,1157,175,9,3,35,8,5,3786,5,5
54,0,8,0,22,127,3070,31,20,3,194,8,5,23139,0,5
74,0,21,300,52,126,2995,91,20,3,18,8,0,23139,2,6
92,0,25,0,9,127,2605,99,23,35,87,8,5,431,5,5
20,0,15,0,0,232,2278,176,20,3,69,8,5,11032,5,5
20,0,15,150,52,280,2127,163,20,3,69,8,0,18531,2,4
102,0,21,210,22,280,1055,6,20,3,35,8,0,1535,0,0
20,0,15,0,0,232,1306,99,20,3,81,8,5,11032,5,5
12,0,16,0,52,127,3,65,17,35,17,8,5,19593,2,5
109,0,11,0,52,127,1293,99,20,3,151,8,5,24549,2,5
20,0,15,0,42,195,2028,99,20,3,120,8,5,19593,1,5
21,0,16,90,42,126,2000,92,20,3,165,8,3,16084,1,5
21,0,18,0,9,127,2605,99,20,3,194,8,5,24549,5,5
9,1,30,0,0,164,2028,99,20,3,95,8,5,16428,5,5
52,0,16,0,52,136,2605,99,20,3,109,8,5,3255,2,5
10,0,23,150,9,126,638,99,20,3,18,8,2,18419,5,4
17,0,11,210,52,126,2931,66,20,3,160,8,0,21149,2,0
20,0,15,0,0,232,2995,91,20,3,81,8,5,3255,5,5
105,0,16,0,51,199,2121,99,20,3,109,8,5,18419,2,5
16,0,20,0,0,195,3029,99,20,3,48,8,5,21149,5,5
21,1,30,0,0,278,576,142,20,30,151,8,5,3097,5,5
46,0,21,90,52,126,1322,174,20,3,98,8,3,4452,2,5
91,0,25,90,9,126,3630,99,20,3,109,8,3,10956,5,5
35,0,5,150,42,126,2127,163,20,3,111,8,3,3097,1,4
57,0,20,90,42,126,1024,163,20,3,98,8,0,4452,1,5
22,0,25,0,9,127,2605,99,20,3,201,8,5,10956,5,5
41,0,21,150,52,126,1503,33,20,3,6,8,2,21262,2,4
70,0,2,150,52,126,2049,99,20,3,194,8,3,6449,2,4
111,0,20,0,0,164,3631,99,20,3,194,8,5,18608,5,5
25,1,30,90,52,126,870,99,20,3,87,8,0,13711,2,5
20,0,15,0,22,107,1824,99,24,56,56,7,5,16171,0,5
41,0,20,300,42,126,3276,111,20,3,194,8,0,6628,1,6
60,0,16,90,42,126,854,99,20,3,194,8,3,25503,1,5
20,0,15,0,0,127,2049,99,26,35,174,8,5,20173,5,5
69,0,21,0,0,127,75,99,20,3,194,8,5,19038,5,5
41,0,15,0,0,232,638,99,3,3,6,8,5,6628,5,5
25,0,16,90,52,280,3547,99,20,3,18,8,2,20173,2,5
81,0,25,0,9,127,2605,99,20,3,194,8,5,19038,5,5
20,0,15,0,42,127,2596,163,20,3,133,8,5,5527,1,5
80,0,25,210,9,126,1134,59,20,3,194,8,2,12296,5,0
77,0,5,180,52,126,1867,109,20,3,194,8,3,5038,2,4
109,0,25,0,0,199,4020,164,20,3,109,8,5,5527,5,5
69,0,16,0,0,278,638,99,20,30,109,8,5,21681,5,5
103,0,20,0,52,245,1055,6,20,3,186,8,5,3713,2,5
103,0,15,90,52,126,2460,99,20,3,91,8,3,5038,2,5
17,0,16,90,42,126,2848,99,20,3,6,8,0,5129,1,5
20,0,15,0,0,117,2848,99,20,3,69,8,5,3337,5,5
97,0,0,0,52,258,3079,99,20,3,194,8,5,12141,2,5
20,0,15,0,42,127,2605,99,22,42,47,8,5,24166,1,5
20,0,15,0,0,195,2049,99,20,3,81,8,5,5129,5,5
95,0,21,0,0,199,3868,163,20,3,18,8,5,13736,5,5
53,0,4,0,0,127,2619,99,20,3,73,8,5,16956,5,5
20,0,15,0,42,127,2049,99,3,3,22,8,5,1336,1,5
40,0,29,150,42,126,2625,95,20,3,109,8,0,11462,1,4
4,0,29,0,0,199,638,99,4,9,109,8,5,3945,5,5
65,0,16,0,52,127,1264,31,20,3,194,8,5,1196,2,5
37,0,21,90,42,126,2605,99,20,3,18,8,0,25893,1,5
20,0,15,0,52,195,1146,174,20,3,106,8,5,18143,2,5
62,0,29,0,52,127,2049,99,20,3,48,8,5,5200,2,5
37,0,29,300,0,126,473,167,20,3,91,8,0,19151,5,6
6,0,8,0,0,117,2605,99,12,0,18,8,5,11508,5,5
55,0,21,90,42,126,1243,163,20,3,109,8,3,5200,1,5
53,0,21,150,0,126,3109,99,20,3,151,8,0,16731,5,4
109,0,10,0,52,127,2121,99,20,3,48,8,5,15351,2,5
19,0,16,120,44,126,1650,99,20,3,194,8,3,8186,1,4
103,0,16,90,42,126,1306,99,20,3,194,8,3,25448,1,5
112,0,16,90,52,126,2028,99,20,3,194,8,3,10374,2,5
20,0,17,0,42,136,3344,99,20,3,194,8,5,16731,1,5
98,0,21,0,52,195,2511,99,20,3,48,8,5,25644,2,5
79,0,29,150,42,126,1867,109,20,3,165,8,2,11712,1,4
52,0,10,0,0,199,3346,163,20,3,174,8,5,25644,5,5
20,0,15,0,52,127,916,111,20,3,22,8,5,6474,2,5
39,0,21,0,52,258,2333,167,9,3,130,8,5,12642,2,5
63,0,29,90,9,126,1784,163,20,3,91,8,2,2386,5,5
54,0,21,90,52,126,638,99,20,3,73,8,3,12642,2,5
20,0,15,0,52,258,2232,163,20,3,81,8,5,2386,2,5
20,0,15,0,52,127,3785,99,20,3,47,8,5,22759,2,5
106,0,20,90,22,126,1478,138,20,3,109,8,3,5094,0,5
62,0,21,210,52,126,4119,58,20,3,29,8,3,4649,2,0
20,0,15,0,0,232,642,174,20,30,114,11,5,1709,5,5
20,0,15,0,52,127,2826,163,20,3,81,8,5,5132,2,5
21,1,30,0,0,118,291,99,20,3,111,8,5,12900,5,5
102,0,20,150,9,126,2921,163,20,3,151,8,0,5132,5,4
78,0,26,0,42,127,1491,175,20,3,169,8,5,4506,1,5
28,0,21,0,0,127,509,99,20,3,151,8,5,4350,5,5
95,0,11,150,52,126,2195,163,20,3,111,8,0,15127,2,4
51,0,29,0,9,127,2848,99,20,3,111,8,5,11112,5,5
35,0,20,150,42,126,2127,163,20,3,109,8,3,4350,1,4
60,0,16,90,9,126,2067,99,20,3,109,8,3,4074,5,5
22,0,29,90,42,126,1264,31,20,3,160,8,2,11112,1,5
32,0,21,90,42,126,2887,100,20,3,50,8,3,25238,1,5
92,0,20,0,52,258,638,99,3,3,98,8,5,26357,2,5
3,0,11,90,42,126,815,165,20,3,18,8,3,23379,1,5
60,0,18,90,22,126,297,163,20,3,18,8,3,26357,0,5
18,1,30,210,42,126,1322,174,20,3,160,8,3,21566,1,0
80,0,20,0,0,199,280,163,20,3,91,8,5,13622,5,5
11,0,16,90,52,126,2036,56,20,3,194,8,0,5321,2,5
25,0,20,90,42,126,2943,167,20,3,84,8,3,21566,1,5
25,0,25,90,9,126,2121,99,20,3,194,8,3,13622,5,5
103,0,25,0,0,199,1396,99,20,3,59,8,5,4290,5,5
39,0,21,210,0,126,2596,163,20,3,109,8,0,19702,5,0
20,0,15,90,52,126,3029,99,20,3,81,8,3,24607,2,5
70,0,20,70,42,170,4173,180,28,10,48,8,5,1673,1,5
77,0,0,0,0,199,3868,163,20,3,194,8,5,998,5,5
109,0,20,0,0,164,2605,99,4,9,194,8,5,1673,5,5
74,0,21,150,52,126,245,169,20,3,109,8,0,12412,2,4
20,0,15,0,22,258,1242,150,15,43,138,0,5,7630,0,5
6,0,29,150,42,126,1894,163,20,3,109,8,3,12447,1,4
109,0,16,0,0,127,1921,99,20,3,186,8,5,18772,5,5
103,0,20,0,0,199,2605,99,20,3,50,8,5,12168,5,5
98,0,21,90,0,126,1784,163,20,3,91,8,2,11299,5,5
52,0,20,0,0,164,2270,163,20,30,194,8,5,17745,5,5
100,0,26,90,52,126,1306,99,20,3,18,8,2,10276,2,5
5,0,20,0,52,136,638,99,24,56,148,8,5,21282,2,5
105,0,16,150,42,126,1292,163,20,3,18,8,5,11299,1,4
39,0,26,0,52,127,1396,99,20,3,7,8,5,500,2,5
106,0,16,0,42,127,638,99,20,3,194,8,5,10936,1,5
28,0,16,0,52,127,638,99,20,3,194,8,5,500,2,5
54,0,8,0,0,164,3868,163,3,3,192,5,5,10936,5,5
70,0,29,90,52,126,412,163,20,3,26,8,0,24650,2,5
91,0,16,0,9,127,2511,99,24,56,194,8,5,16617,5,5
102,0,26,90,42,126,245,169,20,3,194,8,3,24650,1,5
35,0,21,350,52,126,1781,165,20,3,50,8,0,16617,2,6
19,0,20,100,51,199,3029,99,20,3,91,8,5,13489,2,4
20,0,15,0,52,245,1941,49,20,3,81,8,5,20185,2,5
51,0,20,90,42,126,2460,99,20,3,130,8,3,15350,1,5
20,0,17,0,0,127,3702,99,20,3,199,8,5,2220,5,5
57,1,30,0,0,126,1909,3,20,3,35,8,3,15350,5,5
70,0,18,90,9,126,2460,99,20,3,109,8,2,8875,5,5
52,0,20,0,0,164,2500,0,9,3,194,8,5,7225,5,5
92,0,25,90,9,126,927,163,20,3,18,8,3,21508,5,5
14,0,21,0,22,230,2605,99,20,3,194,8,5,22348,0,5
60,0,16,0,42,127,1475,31,20,3,48,8,5,8217,1,5
41,0,10,0,0,199,1764,31,20,3,109,8,5,13710,5,5
13,0,16,90,52,126,4014,163,20,3,194,8,2,20097,2,5
20,0,15,0,0,232,1952,131,15,43,11,0,5,8117,5,5
69,1,30,0,0,164,2594,99,20,3,165,8,5,8217,5,5
52,0,21,90,52,126,726,174,20,3,73,8,0,13710,2,5
20,0,15,0,0,232,1121,164,15,43,131,11,5,10273,5,5
77,0,29,100,51,127,2943,167,20,3,109,8,5,25456,2,4
109,0,16,0,0,93,2121,99,20,30,200,8,5,21805,5,5
25,0,16,90,42,126,660,163,20,3,91,8,0,17909,1,5
14,0,20,270,42,126,638,99,20,3,194,8,3,25456,1,0
104,0,21,0,0,164,2195,163,20,30,194,8,5,2734,5,5
40,0,29,210,0,126,671,166,20,3,18,8,0,9569,5,0
17,1,30,150,52,126,1807,178,20,3,87,8,2,9120,2,4
20,0,15,0,0,232,314,163,20,3,47,8,5,8823,5,5
20,0,15,0,52,127,1460,163,3,3,22,8,5,20815,2,5
53,0,21,150,52,126,2560,146,20,3,194,8,3,2734,2,4
91,0,16,90,52,126,2848,99,3,3,73,8,2,9569,2,5
28,0,21,0,52,258,2049,99,20,30,87,8,5,9120,2,5
97,0,16,90,52,126,2807,99,20,3,194,8,3,9502,2,5
37,1,30,0,52,4,3387,8,20,3,194,8,5,13704,2,5
11,0,16,0,9,127,2943,167,20,3,48,8,5,22961,5,5
61,0,2,0,9,258,2335,112,3,3,119,12,5,9502,5,5
20,0,15,0,42,258,3022,0,20,3,113,8,5,13704,1,5
55,0,21,200,42,126,956,45,20,3,111,8,0,6698,1,0
12,0,25,150,9,126,2127,163,20,3,109,8,2,10474,5,4
20,0,15,0,0,199,572,99,20,3,81,8,5,3416,5,5
74,0,2,0,0,199,323,144,20,3,109,8,5,20092,5,5
20,0,15,0,42,127,3785,99,20,3,12,8,5,6698,1,5
19,0,21,150,42,126,1886,163,20,3,98,8,3,21030,1,4
7,0,10,90,42,126,1541,163,20,3,111,8,3,5092,1,5
70,0,18,210,22,126,103,99,20,3,109,8,2,18249,0,0
46,0,16,90,42,280,2848,99,20,3,128,8,3,11942,1,5
111,0,21,0,0,127,65,163,20,3,4,8,5,25915,5,5
78,0,16,90,9,126,2028,99,20,3,194,8,2,18621,5,5
98,0,21,90,42,126,1541,163,20,3,109,8,3,20092,1,5
20,0,15,90,42,280,2506,8,20,3,104,8,3,18621,1,5
52,0,21,150,42,126,216,163,20,3,18,8,3,25915,1,4
79,0,18,0,52,127,2848,99,20,3,84,8,5,20337,2,5
65,0,29,150,22,126,2943,167,20,3,6,8,0,21050,0,4
100,0,10,90,42,126,2596,163,20,3,50,8,2,12954,1,5
20,0,15,90,42,126,2049,99,20,3,81,8,3,21050,1,5
57,0,21,90,42,126,250,163,20,3,109,8,3,6885,1,5
5,1,30,0,0,164,3759,132,20,30,184,7,5,12954,5,5
28,1,30,150,52,126,2780,163,20,3,109,8,3,16444,2,4
62,0,16,0,0,232,2596,163,21,30,194,8,5,17371,5,5
37,0,16,195,44,164,2049,99,20,3,194,8,5,4951,1,4
105,0,25,270,9,126,453,163,20,3,29,8,0,17371,5,0
54,0,21,0,0,199,2942,163,20,3,160,8,5,14925,5,5
16,0,21,150,42,126,2164,163,20,3,130,8,2,19412,1,4
21,1,30,90,22,126,694,163,20,3,35,8,2,4951,0,5
102,0,21,90,42,126,1032,163,20,3,6,8,3,11940,1,5
41,0,25,0,0,164,2848,99,20,3,98,8,5,19188,5,5
20,0,15,0,0,206,2943,167,20,30,65,8,5,8475,5,5
13,0,29,150,52,126,1414,31,20,3,18,8,0,1959,2,4
28,0,25,150,9,126,694,163,20,3,35,8,3,11940,5,4
10,0,16,90,52,126,156,99,20,3,194,8,3,4937,2,5
20,0,15,0,42,245,717,40,3,3,0,2,5,25051,1,5
35,0,29,0,0,127,3475,99,20,3,97,8,5,5404,5,5
54,0,1,150,52,126,65,163,20,3,18,8,3,4937,2,4
20,0,15,210,42,126,357,163,20,3,81,8,2,25051,1,0
19,0,20,0,0,127,3670,99,3,3,194,8,5,14039,5,5
20,0,15,0,0,164,2195,163,20,3,81,8,5,20180,5,5
63,0,29,0,42,127,2943,167,20,3,118,8,5,218,1,5
20,0,15,0,42,136,2497,99,20,3,133,8,5,18019,1,5
22,0,21,90,52,126,3785,99,20,3,87,8,2,10894,2,5
61,0,18,90,52,126,778,31,20,3,18,8,0,22002,2,5
20,0,15,0,42,127,2511,99,20,3,14,8,5,21649,1,5
92,0,20,210,42,280,693,109,20,3,18,8,3,22002,1,0
20,0,15,0,0,164,2605,99,26,16,11,0,5,9347,5,5
60,0,24,150,22,126,2121,99,20,3,18,8,2,23388,0,4
16,0,15,90,52,126,2605,99,20,3,18,8,3,10955,2,5
20,0,15,90,22,126,2943,167,20,3,81,8,2,2196,0,5
41,0,29,0,52,127,3521,135,20,3,73,8,5,23388,2,5
80,0,20,0,0,232,2333,167,24,56,48,8,5,19668,5,5
69,0,18,0,0,199,1322,174,20,3,98,8,5,2196,5,5
92,0,20,90,42,280,3766,45,20,3,35,8,2,19055,1,5
