Agent_id,status,lost_reason,budget,lease,source,source_city,source_country,utm_source,utm_medium,des_city,des_country,room_type,lead_id,cat_lease,cat_budget
46,0,10,90,42,126,3860,60,20,3,91,8,0,11222,1,5
74,0,10,90,52,280,638,99,20,3,111,8,3,21293,2,5
6,0,16,0,52,127,4155,99,20,3,194,8,5,25343,2,5
109,0,18,0,0,199,3137,163,3,3,208,13,5,17494,5,5
20,0,15,210,42,126,2830,163,20,3,81,8,2,17752,1,0
98,0,18,90,42,126,1885,163,20,3,18,8,2,1562,1,5
52,0,10,150,52,126,716,163,20,3,191,8,0,4538,2,4
100,0,20,90,22,126,2195,163,20,3,111,8,3,17494,0,5
112,0,20,0,22,127,4017,163,20,3,194,8,5,17752,0,5
65,0,20,0,0,199,1232,163,20,3,98,8,5,4538,5,5
20,0,15,0,0,117,778,31,20,3,81,8,5,2574,5,5
65,0,18,0,9,127,1396,99,20,3,130,8,5,5333,5,5
39,1,30,210,42,126,3868,163,20,3,148,8,0,17884,1,0
28,0,21,150,42,126,2955,163,20,3,194,8,3,20078,1,4
62,1,30,300,52,126,999,163,20,3,111,8,3,18104,2,6
20,0,15,0,44,127,2028,99,20,3,11,0,5,18341,1,5
9,0,16,0,0,164,76,0,20,30,194,8,5,3285,5,5
16,0,20,90,22,126,2049,99,20,3,98,8,3,20261,0,5
20,0,15,90,42,280,778,31,20,3,22,8,3,3285,1,5
21,0,25,0,0,199,2977,167,20,3,165,8,5,13581,5,5
54,0,21,150,42,126,297,163,20,3,18,8,2,19883,1,4
35,1,30,150,42,126,1743,163,20,3,18,8,0,3002,1,4
102,0,10,90,22,280,2927,163,20,3,118,8,3,7486,0,5
102,0,21,150,22,126,2534,163,20,3,130,8,0,25510,0,4
19,0,20,90,52,126,3858,163,20,3,191,8,2,3322,2,5
20,0,15,0,0,164,2844,163,20,30,69,8,5,3002,5,5
20,0,15,0,52,65,3344,99,4,9,17,8,5,25510,2,5
78,0,16,150,9,126,4109,99,20,3,194,8,3,10126,5,4
78,0,8,0,0,195,2943,167,20,3,89,8,5,10126,5,5
57,0,20,210,42,126,412,163,20,3,26,8,2,13959,1,0
91,1,30,150,52,126,2195,163,20,3,111,8,3,6062,2,4
41,0,20,90,52,126,2127,163,20,3,87,8,2,4974,2,5
9,0,25,150,22,280,1369,163,20,3,73,8,2,20510,0,4
32,0,21,150,52,126,2127,163,20,3,109,8,2,24310,2,4
92,0,10,0,52,115,3868,163,20,3,91,8,5,552,2,5
25,0,21,300,42,126,669,150,20,3,194,8,2,20061,1,6
60,0,20,150,52,126,2882,163,20,3,111,8,3,14945,2,4
18,0,20,90,42,126,2850,163,20,3,35,8,2,552,1,5
80,0,20,0,42,199,1788,163,20,3,35,8,5,20061,1,5
109,0,21,150,52,126,3868,163,20,3,109,8,2,2608,2,4
25,0,25,0,9,127,1203,167,20,3,206,8,5,7152,5,5
103,0,18,0,0,199,2830,163,20,3,148,8,5,8240,5,5
20,0,15,0,0,164,2049,99,20,3,133,8,5,25752,5,5
104,0,10,90,22,126,808,143,24,56,194,8,0,6571,0,5
40,0,21,0,22,38,1921,99,20,3,130,8,5,18861,0,5
67,0,1,0,0,278,3785,99,20,3,194,8,5,25752,5,5
12,0,2,270,52,126,375,99,20,3,194,8,3,6571,2,0
62,1,30,150,52,126,280,163,20,3,109,8,2,24109,2,4
74,0,16,90,52,126,3469,163,20,3,194,8,3,16519,2,5
109,0,16,0,0,126,2596,163,20,3,91,8,0,21700,5,5
5,0,20,0,0,199,3172,163,20,3,165,8,5,3565,5,5
98,0,16,90,42,126,3832,163,20,3,191,8,3,16519,1,5
52,0,20,90,42,126,2333,167,20,3,151,8,3,24109,1,5
100,0,29,150,42,126,4095,163,20,3,160,8,3,3690,1,4
46,0,29,90,52,126,2426,109,20,3,109,8,3,21700,2,5
18,0,16,150,52,126,3070,31,20,3,194,8,3,9199,2,4
62,0,25,0,22,127,3868,163,20,3,191,8,5,5004,0,5
21,0,20,150,52,126,1227,163,20,3,111,8,3,7057,2,4
28,0,26,90,22,126,1548,163,20,3,151,8,3,9199,0,5
28,0,10,150,22,126,3303,163,20,3,130,8,0,8055,0,4
112,0,20,90,42,126,1541,163,20,3,98,8,0,24408,1,5
91,0,7,150,42,126,3429,163,20,3,160,8,0,8055,1,4
11,0,21,90,52,126,1581,93,20,3,98,8,2,2451,2,5
109,0,16,0,0,126,1322,174,20,3,165,8,0,26060,5,5
4,0,20,0,0,164,3172,163,20,3,165,8,5,21621,5,5
62,0,20,210,42,126,3172,163,20,3,50,8,2,20584,1,0
6,0,20,0,0,164,407,91,24,56,194,8,5,13450,5,5
3,0,20,90,52,126,901,26,20,3,165,8,3,14301,2,5
5,0,21,0,42,127,953,161,20,3,194,8,5,20584,1,5
70,0,25,90,9,126,3868,163,20,3,151,8,3,24501,5,5
35,0,21,300,42,126,953,161,20,3,91,8,0,25297,1,6
70,0,20,90,42,126,1203,167,20,3,35,8,3,8236,1,5
20,0,15,0,42,127,1781,165,20,3,69,8,5,25297,1,5
57,0,19,0,0,164,1784,163,3,3,91,8,5,18405,5,5
22,0,25,150,9,126,900,166,20,3,87,8,2,23513,5,4
41,0,29,150,52,126,2943,167,20,3,91,8,3,14508,2,4
9,0,20,90,22,126,2127,163,20,3,165,8,3,23959,0,5
92,0,24,150,22,126,2373,52,20,3,148,8,2,6731,0,4
3,0,21,150,0,126,412,163,20,3,26,8,3,14508,5,4
80,0,26,90,0,126,2308,3,20,3,194,8,2,2870,5,5
25,0,29,0,42,127,1264,31,20,3,4,8,5,14045,1,5
103,0,21,150,42,126,2534,163,20,3,18,8,3,7652,1,4
104,0,20,90,9,126,1505,163,20,3,73,8,2,9261,5,5
40,0,7,0,42,224,1741,83,24,56,194,8,5,17302,1,5
4,0,20,150,52,126,815,165,20,3,91,8,3,397,2,4
55,0,25,0,9,258,1107,163,20,3,6,8,5,1108,5,5
12,0,20,150,9,126,2875,163,20,3,160,8,3,8165,5,4
74,0,20,270,42,126,2786,163,20,3,29,8,0,1108,1,0
6,0,20,0,0,199,706,163,20,3,111,8,5,14337,5,5
109,0,21,210,42,126,2258,163,20,3,130,8,2,25607,1,0
20,0,15,0,52,127,3110,163,20,3,81,8,5,5848,2,5
98,0,21,0,52,127,1618,99,20,3,160,8,5,21195,2,5
52,0,20,0,52,127,3191,163,20,3,130,8,5,22862,2,5
20,0,15,210,52,280,2943,167,20,3,34,8,3,3365,2,0
14,0,16,90,0,126,2396,31,20,3,194,8,0,25607,5,5
5,0,20,0,0,127,3741,163,20,3,165,8,5,5848,5,5
25,0,10,150,42,126,2544,163,20,3,130,8,3,21195,1,4
74,0,25,90,9,126,2830,163,20,3,18,8,0,3365,5,5
105,0,21,90,52,126,1505,163,20,3,206,8,2,5517,2,5
16,0,20,90,42,126,2457,173,20,3,111,8,0,18192,1,5
21,0,16,0,52,127,2343,131,20,3,7,8,5,18889,2,5
91,0,2,150,42,126,2729,163,20,3,130,8,2,5517,1,4
35,0,25,90,9,126,3868,163,20,3,73,8,3,12104,5,5
109,1,30,210,52,126,1035,163,20,3,87,8,3,13421,2,0
19,0,20,0,52,258,301,142,20,3,111,8,5,6301,2,5
51,0,2,90,42,126,716,163,20,3,87,8,2,22820,1,5
51,0,21,90,22,126,1190,0,20,3,165,8,2,24253,0,5
16,0,16,150,42,126,2745,163,20,3,98,8,2,13421,1,4
70,0,20,0,42,126,3868,163,20,3,87,8,2,7643,1,5
70,0,25,270,22,280,2127,163,20,3,200,8,2,6301,0,0
57,0,25,270,52,126,1730,163,20,3,194,8,0,22820,2,0
77,0,21,90,9,126,3580,174,20,3,206,8,3,24253,5,5
60,0,2,0,52,127,65,163,3,3,166,8,5,11317,2,5
70,0,25,0,0,164,3110,163,9,3,160,8,5,132,5,5
22,0,21,90,42,126,3688,163,20,3,18,8,2,23660,1,5
41,0,21,300,42,126,3868,163,20,3,148,8,0,9697,1,6
9,0,10,150,42,126,4085,163,20,3,109,8,2,3333,1,4
92,0,25,90,22,126,2127,163,20,3,109,8,3,23660,0,5
25,0,29,0,42,127,1265,163,20,3,194,8,5,22596,1,5
60,0,20,150,0,126,1708,28,20,3,109,8,0,14015,5,4
11,0,29,150,42,126,1080,163,20,3,194,8,3,22034,1,4
18,0,29,270,52,126,776,74,20,3,18,8,0,22596,2,0
80,0,21,150,52,126,1281,163,20,3,18,8,2,20694,2,4
74,0,7,90,42,126,154,89,20,3,84,8,3,14015,1,5
109,0,20,0,0,126,3886,163,20,3,109,8,2,1360,5,5
11,0,16,0,52,127,1292,163,3,3,82,8,5,17113,2,5
111,0,9,90,42,126,2075,163,3,3,151,8,3,10679,1,5
13,0,21,210,52,126,2333,167,20,3,151,8,0,1641,2,0
13,0,21,270,42,126,1264,31,20,3,194,8,2,13683,1,0
69,0,29,210,52,126,1541,163,20,3,130,8,0,1473,2,0
25,0,21,210,42,126,1055,6,20,3,111,8,3,17113,1,0
32,0,25,0,0,127,133,163,20,3,7,8,5,1641,5,5
69,0,21,150,42,126,1292,163,20,3,35,8,3,13683,1,4
20,0,15,210,52,280,503,163,20,3,22,8,3,8572,2,0
105,0,21,150,42,126,3711,163,20,3,194,8,3,24923,1,4
104,0,20,0,42,164,2844,163,24,56,73,8,5,11351,1,5
95,0,21,150,42,126,441,163,20,3,151,8,3,25386,1,4
106,0,20,90,42,126,2049,99,20,3,194,8,3,8572,1,5
106,0,16,0,9,127,778,31,20,3,82,8,5,24923,5,5
20,0,15,90,9,280,2121,99,20,3,133,8,3,19098,5,5
77,0,19,90,52,126,2353,163,20,3,194,8,3,18892,2,5
77,0,29,150,42,126,2936,163,20,3,148,8,2,1248,1,4
70,0,20,90,22,126,694,163,20,3,35,8,3,22749,0,5
47,0,25,300,0,126,2505,163,20,3,194,8,0,19098,5,6
40,0,10,90,42,126,3172,163,20,3,109,8,0,17642,1,5
46,0,29,0,0,127,3868,163,20,3,194,8,5,1248,5,5
55,0,25,0,22,127,2943,167,20,3,186,8,5,11293,0,5
12,0,20,150,52,126,2841,163,20,3,18,8,0,25584,2,4
107,0,11,150,52,126,438,163,20,3,26,8,0,10713,2,4
74,0,21,150,42,126,2936,163,20,3,18,8,2,18072,1,4
6,0,10,90,52,126,1369,163,20,3,73,8,2,2471,2,5
109,0,18,90,42,126,778,31,20,3,50,8,3,11293,1,5
98,0,20,170,42,199,2624,163,20,3,109,8,5,25584,1,4
52,0,21,150,22,126,1172,150,20,3,109,8,3,18072,0,4
5,0,21,150,42,126,2900,163,20,3,111,8,3,25153,1,4
14,0,16,90,52,126,1264,31,20,3,194,8,3,16568,2,5
17,0,11,300,42,126,4022,163,20,3,151,8,5,3218,1,6
62,0,26,150,22,126,3688,163,20,3,18,8,5,16568,0,4
17,0,21,210,42,126,4142,0,20,3,194,8,2,13473,1,0
7,0,20,0,22,127,2127,163,20,3,109,8,5,11044,0,5
53,0,21,150,0,126,4019,163,20,3,160,8,3,18479,5,4
105,1,30,0,0,164,3270,25,20,3,29,8,5,7298,5,5
16,0,29,150,52,126,2234,86,20,3,18,8,0,17486,2,4
97,0,21,90,0,126,1598,163,20,3,84,8,2,18479,5,5
24,0,11,210,52,126,2457,173,20,3,109,8,2,11044,2,0
4,0,29,0,42,245,262,144,20,3,50,8,5,7298,1,5
95,0,20,210,52,126,1769,165,20,3,151,8,2,16638,2,0
37,0,21,0,0,199,3868,163,20,3,194,8,5,25006,5,5
21,0,16,150,52,126,3868,163,20,3,18,8,0,16663,2,4
91,1,30,150,22,126,2273,163,20,3,109,8,3,18368,0,4
37,0,25,0,9,127,515,99,20,3,6,8,5,16638,5,5
60,0,16,125,0,127,103,99,20,3,176,8,5,15874,5,4
62,0,20,0,42,127,2605,99,20,3,4,8,5,20690,1,5
61,0,29,210,0,126,297,163,20,3,194,8,0,23398,5,0
61,0,29,90,9,126,3868,163,20,3,194,8,3,25785,5,5
94,0,15,300,52,126,2943,167,20,3,81,8,3,6121,2,6
21,0,21,90,0,126,331,163,20,3,91,8,2,20690,5,5
55,0,20,210,52,126,1292,163,20,3,194,8,2,13943,2,0
62,0,23,0,42,127,3373,163,17,35,109,8,5,6121,1,5
55,0,16,90,22,126,2108,37,20,3,194,8,3,19840,0,5
20,0,15,0,52,127,2943,167,20,3,113,8,5,20660,2,5
7,0,21,0,0,164,3270,25,20,3,194,8,5,12720,5,5
20,0,15,90,52,126,1541,163,20,3,81,8,3,3604,2,5
74,0,21,150,42,126,2195,163,20,3,109,8,3,14555,1,4
19,0,20,150,52,126,3457,58,20,3,73,8,2,20369,2,4
20,0,15,0,42,127,1633,99,17,35,11,0,5,7773,1,5
112,0,20,90,52,126,3276,111,20,3,165,8,3,23431,2,5
57,0,18,150,22,126,2208,134,20,3,73,8,0,13401,0,4
22,0,21,150,22,126,2273,163,20,3,109,8,3,16907,0,4
25,1,30,150,52,126,2701,142,20,3,109,8,3,19347,2,4
25,0,8,150,42,126,3766,45,20,3,130,8,2,15542,1,4
60,0,20,150,42,126,1781,165,20,3,151,8,0,13401,1,4
18,0,20,90,52,126,4062,163,20,3,111,8,3,16907,2,5
53,0,21,90,22,126,3344,99,20,3,87,8,3,20843,0,5
80,0,24,90,42,126,1827,76,20,3,111,8,3,19347,1,5
25,0,29,0,0,199,1140,163,20,3,194,8,5,15542,5,5
20,0,15,0,52,258,2456,36,20,3,81,8,5,23114,2,5
103,0,7,0,42,127,2049,99,11,30,29,8,5,1630,1,5
104,0,10,0,22,127,2049,99,20,3,200,8,5,24881,0,5
62,0,24,90,22,126,645,99,20,3,111,8,3,3702,0,5
104,1,30,210,9,126,3785,99,20,3,50,8,3,23114,5,0
67,0,16,0,42,245,1630,119,20,3,194,8,5,1630,1,5
80,0,18,0,52,258,846,0,20,30,194,8,5,1031,2,5
62,0,29,0,0,199,2943,167,20,3,87,8,5,6329,5,5
109,0,20,0,0,199,2121,99,20,3,130,8,5,1212,5,5
104,0,20,90,52,126,1200,163,20,3,109,8,3,1415,2,5
67,0,21,90,42,126,1626,142,20,3,148,8,2,23189,1,5
52,0,21,90,42,126,1492,143,20,3,111,8,3,1212,1,5
67,0,21,90,42,126,3504,163,20,3,130,8,3,9049,1,5
100,0,20,90,42,126,1157,175,20,3,26,8,3,13462,1,5
46,0,21,150,42,280,2928,84,20,3,87,8,2,16662,1,4
5,0,10,150,52,126,2092,163,20,3,18,8,3,9049,2,4
20,0,15,0,0,164,3068,74,20,30,138,0,5,25306,5,5
46,0,21,0,42,127,638,99,20,3,194,8,5,11423,1,5
62,0,16,0,0,199,1322,174,20,3,73,8,5,24701,5,5
20,0,15,0,22,127,3270,25,20,3,133,8,5,1636,0,5
105,0,16,90,22,280,2844,163,20,3,18,8,2,3677,0,5
111,0,16,90,42,126,1527,99,20,3,194,8,2,3508,1,5
111,0,10,90,52,126,3280,35,20,3,194,8,2,24701,2,5
16,0,20,90,52,126,31,36,20,3,111,8,3,1636,2,5
21,0,26,90,22,126,2928,84,20,3,111,8,2,13982,0,5
90,0,29,90,42,280,411,99,20,3,89,8,3,5413,1,5
79,0,29,0,0,199,1847,31,20,3,194,8,5,2747,5,5
91,0,16,90,52,280,3295,99,20,3,18,8,3,13982,2,5
28,0,20,150,42,126,1306,99,20,3,73,8,3,9961,1,4
20,0,15,0,52,127,647,163,20,3,69,8,5,13891,2,5
19,0,20,150,42,126,1170,163,20,3,18,8,0,1845,1,4
65,0,20,0,0,199,2943,167,20,3,118,8,5,13234,5,5
57,0,21,90,42,126,3295,99,20,3,73,8,3,11084,1,5
62,0,5,0,0,127,1157,175,20,3,75,12,5,17762,5,5
96,0,11,150,52,126,2055,54,20,3,109,8,0,13891,2,4
20,0,15,0,42,136,952,99,20,3,47,8,5,17762,1,5
20,0,15,0,22,127,2127,163,20,3,156,8,5,1765,0,5
18,0,21,90,42,126,3785,99,20,3,111,8,3,9964,1,5
20,0,15,150,42,280,1666,99,20,3,65,8,3,1204,1,4
18,0,29,0,0,164,1306,99,20,3,194,8,5,24455,5,5
80,1,30,0,52,258,3344,99,19,30,87,8,5,6135,2,5
10,0,15,0,0,127,1893,31,20,3,109,8,5,9608,5,5
21,0,21,0,52,127,301,142,20,3,6,8,5,17639,2,5
25,0,16,0,52,127,316,99,20,3,160,8,5,6135,2,5
103,0,0,150,52,126,456,99,20,3,87,8,0,2765,2,4
39,0,21,270,42,126,1049,118,20,3,29,8,2,14036,1,0
4,1,30,0,0,164,3785,99,20,3,165,8,5,25216,5,5
17,1,30,90,52,126,2173,99,20,3,18,8,2,589,2,5
12,0,21,0,42,127,1306,99,20,3,89,8,5,21202,1,5
111,0,21,0,42,127,2605,99,20,3,194,8,5,14036,1,5
74,0,5,0,42,93,2605,99,24,56,68,8,5,25216,1,5
52,0,20,0,52,136,2848,99,20,30,188,8,5,25123,2,5
39,0,7,90,52,126,3270,25,20,3,194,8,3,24931,2,5
100,0,10,150,42,126,1351,91,20,3,50,8,2,2720,1,4
28,0,18,0,42,127,3935,99,20,3,4,8,5,9948,1,5
28,0,20,0,42,127,435,99,22,42,194,8,5,8957,1,5
20,0,15,1250,0,192,4173,180,15,14,5,9,5,25642,5,1
105,0,20,0,52,277,1306,99,20,3,64,8,5,15898,2,5
20,0,15,0,0,164,1025,36,20,3,120,8,5,10852,5,5
16,0,10,90,42,126,301,142,20,3,194,8,0,9247,1,5
111,0,21,90,42,126,1292,163,20,3,35,8,0,25642,1,5
70,0,20,0,22,127,2943,167,20,3,6,8,5,10852,0,5
102,0,29,0,42,127,638,99,3,3,128,8,5,10703,1,5
102,0,21,0,52,195,3420,142,20,3,194,8,5,9956,2,5
78,0,25,0,0,164,27,163,9,3,187,8,5,22652,5,5
91,0,21,210,0,280,2848,99,20,3,18,8,2,12082,5,0
35,0,21,210,42,126,32,36,20,3,50,8,2,8616,1,0
21,0,23,150,52,126,3785,99,20,3,194,8,3,9956,2,4
28,0,20,90,52,126,2049,99,20,3,151,8,2,22652,2,5
28,1,30,0,52,258,3785,99,20,3,148,8,5,8616,2,5
40,0,16,0,42,127,2121,99,20,3,14,8,5,4928,1,5
20,0,15,0,0,164,3036,131,15,43,69,8,5,7682,5,5
19,0,20,90,52,126,2943,167,20,3,109,8,3,1243,2,5
103,0,10,210,42,126,3242,53,20,3,73,8,2,7223,1,0
22,0,21,0,0,39,2605,99,26,39,172,10,5,2419,5,5
40,0,24,0,22,127,860,99,17,35,200,8,5,7223,0,5
9,0,10,90,52,126,638,99,20,3,109,8,3,2419,2,5
92,0,16,90,52,126,2049,99,20,3,194,8,3,17848,2,5
25,1,30,0,9,127,2049,99,20,3,151,8,5,19515,5,5
60,0,10,90,42,126,3785,99,20,3,151,8,3,16875,1,5
18,0,7,300,52,126,1781,165,20,3,194,8,0,2114,2,6
103,0,16,0,42,127,2943,167,20,3,18,8,5,20011,1,5
54,0,20,0,42,127,119,61,20,3,206,8,5,16875,1,5
32,0,25,90,22,126,3886,163,20,3,130,8,3,24397,0,5
103,0,16,270,9,126,878,99,20,3,194,8,3,24397,5,0
104,0,20,0,0,199,1306,99,20,3,194,8,5,19687,5,5
20,0,15,0,0,164,2049,99,20,3,47,8,5,21001,5,5
40,0,20,0,0,39,2605,99,26,39,89,8,5,142,5,5
12,0,20,0,22,127,1505,163,20,3,169,8,5,15182,0,5
62,0,20,400,52,126,3785,99,20,3,194,8,3,15182,2,3
74,0,20,150,42,126,2921,163,20,3,165,8,2,13052,1,4
6,0,10,210,42,126,2848,99,24,56,194,8,3,17879,1,0
109,0,21,0,0,164,4090,153,20,3,124,4,5,13052,5,5
52,0,20,90,42,126,2594,99,20,3,130,8,0,2592,1,5
5,1,30,210,52,126,2605,99,20,3,73,8,0,3222,2,0
13,0,26,0,0,117,2028,99,20,3,130,8,5,17775,5,5
20,0,15,0,0,127,2605,99,15,29,113,8,5,10664,5,5
20,0,17,0,52,136,2605,99,20,3,68,8,5,24901,2,5
9,0,20,0,0,129,4173,121,15,53,95,8,5,18591,5,5
4,0,20,150,42,126,3544,115,20,3,194,8,3,3464,1,4
47,0,20,0,0,199,576,142,20,3,151,8,5,3068,5,5
16,0,7,90,9,126,2707,150,20,3,109,8,3,3275,5,5
20,0,15,0,0,199,3404,163,20,3,133,8,5,23603,5,5
20,0,15,0,0,127,1396,99,20,3,185,8,5,17511,5,5
91,0,7,90,22,126,4094,163,20,3,73,8,3,25988,0,5
20,0,15,0,0,39,2605,99,26,39,172,10,5,5589,5,5
19,0,25,0,0,199,3042,8,11,30,91,8,5,9897,5,5
20,0,15,0,0,199,3036,131,15,43,69,8,5,7882,5,5
37,0,21,150,52,280,3101,99,20,3,87,8,3,20578,2,4
16,0,25,0,0,164,103,99,20,3,194,8,5,17395,5,5
20,0,15,212,51,127,638,99,20,3,11,0,5,4355,2,0
90,1,30,90,42,126,2028,99,20,3,130,8,0,4402,1,5
20,0,15,0,52,195,1650,99,20,3,81,8,5,16693,2,5
55,0,21,0,42,127,1264,31,20,3,84,8,5,9940,1,5
55,0,21,0,42,127,638,99,20,3,194,8,5,652,1,5
20,0,15,0,0,199,2605,99,20,3,17,8,5,1306,5,5
7,0,16,0,42,127,1620,163,20,3,7,8,5,20578,1,5
112,0,25,150,9,126,2921,163,20,3,151,8,3,9523,5,4
13,1,30,0,0,164,323,144,20,3,194,8,5,1306,5,5
112,0,20,0,0,199,103,99,20,3,194,8,5,18370,5,5
67,0,29,150,22,126,103,99,20,3,194,8,3,4402,0,4
20,0,15,0,0,164,3868,163,20,3,14,8,5,6820,5,5
57,0,16,90,52,126,3079,99,20,3,109,8,3,4308,2,5
22,0,29,150,22,126,1768,167,20,3,87,8,0,15704,0,4
41,0,20,150,52,126,2921,163,20,3,73,8,0,6820,2,4
34,0,21,90,9,126,3023,34,20,3,109,8,3,9621,5,5
25,0,10,0,22,195,2848,99,20,3,6,8,5,13769,0,5
104,0,20,90,52,126,3868,163,20,3,130,8,3,9621,2,5
80,0,7,90,42,126,2278,176,20,3,109,8,2,21807,1,5
10,0,16,90,9,126,2511,99,20,3,151,8,3,2666,5,5
21,0,16,0,42,245,4173,4,20,3,201,8,5,21165,1,5
25,0,24,90,22,126,1137,163,20,3,194,8,3,15004,0,5
103,0,20,0,0,199,1989,99,20,3,18,8,5,12117,5,5
91,0,8,90,52,126,453,163,20,3,130,8,2,17761,2,5
104,0,18,90,52,126,1527,99,20,3,130,8,3,21165,2,5
40,0,20,150,42,126,2635,163,20,3,111,8,3,18279,1,4
103,1,30,90,52,280,2835,99,20,3,87,8,3,8908,2,5
62,0,16,90,42,126,1416,163,20,3,18,8,3,18279,1,5
